healthy_index,healthy_path,healthy_stem,label_global_index,label_path,label_stem,case_dir,center,crop_bounds,used_label_crop_voxels,final_label_voxels
202,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\preprocessed\preprocessedGliGAN\IXI\IXI549-Guys-1046-T1_preprocessed.nii.gz,IXI549-Guys-1046-T1,633,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\raw\CM_BraTS_Masks\BraTS-GLI-02105-105-seg.nii.gz,BraTS-GLI-02105-105,data\IXI_GLI\IXI549-Guys-1046-T1__BraTS-GLI-02105-105,"[199, 110, 134]","{""x_min"": 151, ""x_max"": 247, ""y_min"": 62, ""y_max"": 158, ""z_min"": 86, ""z_max"": 182}",21510,21510
203,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\preprocessed\preprocessedGliGAN\IXI\IXI497-Guys-1002-T1_preprocessed.nii.gz,IXI497-Guys-1002-T1,635,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\raw\CM_BraTS_Masks\BraTS-GLI-03021-101-seg.nii.gz,BraTS-GLI-03021-101,data\IXI_GLI\IXI497-Guys-1002-T1__BraTS-GLI-03021-101,"[145, 172, 173]","{""x_min"": 97, ""x_max"": 193, ""y_min"": 124, ""y_max"": 220, ""z_min"": 125, ""z_max"": 221}",14356,14356
204,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\preprocessed\preprocessedGliGAN\IXI\IXI163-HH-1621-T1_preprocessed.nii.gz,IXI163-HH-1621-T1,636,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\raw\CM_BraTS_Masks\BraTS-GLI-02768-101-seg.nii.gz,BraTS-GLI-02768-101,data\IXI_GLI\IXI163-HH-1621-T1__BraTS-GLI-02768-101,"[148, 172, 112]","{""x_min"": 100, ""x_max"": 196, ""y_min"": 124, ""y_max"": 220, ""z_min"": 64, ""z_max"": 160}",28319,28319
205,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\preprocessed\preprocessedGliGAN\IXI\IXI195-HH-1620-T1_preprocessed.nii.gz,IXI195-HH-1620-T1,638,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\raw\CM_BraTS_Masks\BraTS-GLI-02218-102-seg.nii.gz,BraTS-GLI-02218-102,data\IXI_GLI\IXI195-HH-1620-T1__BraTS-GLI-02218-102,"[101, 83, 151]","{""x_min"": 53, ""x_max"": 149, ""y_min"": 35, ""y_max"": 131, ""z_min"": 103, ""z_max"": 199}",40715,40715
206,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\preprocessed\preprocessedGliGAN\IXI\IXI408-Guys-0962-T1_preprocessed.nii.gz,IXI408-Guys-0962-T1,644,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\raw\CM_BraTS_Masks\BraTS-GLI-02092-103-seg.nii.gz,BraTS-GLI-02092-103,data\IXI_GLI\IXI408-Guys-0962-T1__BraTS-GLI-02092-103,"[127, 108, 188]","{""x_min"": 79, ""x_max"": 175, ""y_min"": 60, ""y_max"": 156, ""z_min"": 140, ""z_max"": 236}",37856,37856
207,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\preprocessed\preprocessedGliGAN\IXI\IXI400-Guys-0977-T1_preprocessed.nii.gz,IXI400-Guys-0977-T1,646,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\raw\CM_BraTS_Masks\BraTS-GLI-02954-101-seg.nii.gz,BraTS-GLI-02954-101,data\IXI_GLI\IXI400-Guys-0977-T1__BraTS-GLI-02954-101,"[123, 103, 124]","{""x_min"": 75, ""x_max"": 171, ""y_min"": 55, ""y_max"": 151, ""z_min"": 76, ""z_max"": 172}",9025,9025
208,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\preprocessed\preprocessedGliGAN\IXI\IXI576-Guys-1077-T1_preprocessed.nii.gz,IXI576-Guys-1077-T1,647,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\raw\CM_BraTS_Masks\BraTS-GLI-02379-100-seg.nii.gz,BraTS-GLI-02379-100,data\IXI_GLI\IXI576-Guys-1077-T1__BraTS-GLI-02379-100,"[104, 155, 178]","{""x_min"": 56, ""x_max"": 152, ""y_min"": 107, ""y_max"": 203, ""z_min"": 130, ""z_max"": 226}",33435,33435
209,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\preprocessed\preprocessedGliGAN\IXI\IXI460-Guys-0999-T1_preprocessed.nii.gz,IXI460-Guys-0999-T1,650,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\raw\CM_BraTS_Masks\BraTS-GLI-02517-100-seg.nii.gz,BraTS-GLI-02517-100,data\IXI_GLI\IXI460-Guys-0999-T1__BraTS-GLI-02517-100,"[99, 48, 120]","{""x_min"": 51, ""x_max"": 147, ""y_min"": 0, ""y_max"": 96, ""z_min"": 72, ""z_max"": 168}",7114,7114
210,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\preprocessed\preprocessedGliGAN\IXI\IXI179-Guys-0777-T1_preprocessed.nii.gz,IXI179-Guys-0777-T1,658,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\raw\CM_BraTS_Masks\BraTS-GLI-02735-100-seg.nii.gz,BraTS-GLI-02735-100,data\IXI_GLI\IXI179-Guys-0777-T1__BraTS-GLI-02735-100,"[87, 110, 154]","{""x_min"": 39, ""x_max"": 135, ""y_min"": 62, ""y_max"": 158, ""z_min"": 106, ""z_max"": 202}",48649,48649
211,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\preprocessed\preprocessedGliGAN\IXI\IXI092-HH-1436-T1_preprocessed.nii.gz,IXI092-HH-1436-T1,659,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\raw\CM_BraTS_Masks\BraTS-GLI-02237-102-seg.nii.gz,BraTS-GLI-02237-102,data\IXI_GLI\IXI092-HH-1436-T1__BraTS-GLI-02237-102,"[142, 94, 64]","{""x_min"": 94, ""x_max"": 190, ""y_min"": 46, ""y_max"": 142, ""z_min"": 16, ""z_max"": 112}",54768,54768
212,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\preprocessed\preprocessedGliGAN\IXI\IXI206-HH-1650-T1_preprocessed.nii.gz,IXI206-HH-1650-T1,663,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\raw\CM_BraTS_Masks\BraTS-GLI-02918-101-seg.nii.gz,BraTS-GLI-02918-101,data\IXI_GLI\IXI206-HH-1650-T1__BraTS-GLI-02918-101,"[189, 118, 139]","{""x_min"": 141, ""x_max"": 237, ""y_min"": 70, ""y_max"": 166, ""z_min"": 91, ""z_max"": 187}",12310,12310
213,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\preprocessed\preprocessedGliGAN\IXI\IXI161-HH-2533-T1_preprocessed.nii.gz,IXI161-HH-2533-T1,665,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\raw\CM_BraTS_Masks\BraTS-GLI-02111-103-seg.nii.gz,BraTS-GLI-02111-103,data\IXI_GLI\IXI161-HH-2533-T1__BraTS-GLI-02111-103,"[118, 119, 171]","{""x_min"": 70, ""x_max"": 166, ""y_min"": 71, ""y_max"": 167, ""z_min"": 123, ""z_max"": 219}",38283,38283
214,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\preprocessed\preprocessedGliGAN\IXI\IXI242-HH-1722-T1_preprocessed.nii.gz,IXI242-HH-1722-T1,676,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\raw\CM_BraTS_Masks\BraTS-GLI-02345-100-seg.nii.gz,BraTS-GLI-02345-100,data\IXI_GLI\IXI242-HH-1722-T1__BraTS-GLI-02345-100,"[173, 139, 150]","{""x_min"": 125, ""x_max"": 221, ""y_min"": 91, ""y_max"": 187, ""z_min"": 102, ""z_max"": 198}",48506,48506
215,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\preprocessed\preprocessedGliGAN\IXI\IXI397-Guys-0953-T1_preprocessed.nii.gz,IXI397-Guys-0953-T1,678,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\raw\CM_BraTS_Masks\BraTS-GLI-02175-100-seg.nii.gz,BraTS-GLI-02175-100,data\IXI_GLI\IXI397-Guys-0953-T1__BraTS-GLI-02175-100,"[134, 88, 156]","{""x_min"": 86, ""x_max"": 182, ""y_min"": 40, ""y_max"": 136, ""z_min"": 108, ""z_max"": 204}",56680,56680
216,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\preprocessed\preprocessedGliGAN\IXI\IXI438-HH-2155-T1_preprocessed.nii.gz,IXI438-HH-2155-T1,681,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\raw\CM_BraTS_Masks\BraTS-GLI-03061-100-seg.nii.gz,BraTS-GLI-03061-100,data\IXI_GLI\IXI438-HH-2155-T1__BraTS-GLI-03061-100,"[68, 111, 149]","{""x_min"": 20, ""x_max"": 116, ""y_min"": 63, ""y_max"": 159, ""z_min"": 101, ""z_max"": 197}",89880,89880
217,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\preprocessed\preprocessedGliGAN\IXI\IXI087-Guys-0768-T1_preprocessed.nii.gz,IXI087-Guys-0768-T1,683,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\raw\CM_BraTS_Masks\BraTS-GLI-00518-101-seg.nii.gz,BraTS-GLI-00518-101,data\IXI_GLI\IXI087-Guys-0768-T1__BraTS-GLI-00518-101,"[119, 130, 103]","{""x_min"": 71, ""x_max"": 167, ""y_min"": 82, ""y_max"": 178, ""z_min"": 55, ""z_max"": 151}",12643,12643
218,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\preprocessed\preprocessedGliGAN\IXI\IXI616-Guys-1092-T1_preprocessed.nii.gz,IXI616-Guys-1092-T1,686,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\raw\CM_BraTS_Masks\BraTS-GLI-02623-100-seg.nii.gz,BraTS-GLI-02623-100,data\IXI_GLI\IXI616-Guys-1092-T1__BraTS-GLI-02623-100,"[111, 138, 157]","{""x_min"": 63, ""x_max"": 159, ""y_min"": 90, ""y_max"": 186, ""z_min"": 109, ""z_max"": 205}",12599,12599
219,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\preprocessed\preprocessedGliGAN\IXI\IXI076-Guys-0753-T1_preprocessed.nii.gz,IXI076-Guys-0753-T1,687,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\raw\CM_BraTS_Masks\BraTS-GLI-02131-103-seg.nii.gz,BraTS-GLI-02131-103,data\IXI_GLI\IXI076-Guys-0753-T1__BraTS-GLI-02131-103,"[157, 67, 103]","{""x_min"": 109, ""x_max"": 205, ""y_min"": 19, ""y_max"": 115, ""z_min"": 55, ""z_max"": 151}",20125,20125
220,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\preprocessed\preprocessedGliGAN\IXI\IXI029-Guys-0829-T1_preprocessed.nii.gz,IXI029-Guys-0829-T1,689,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\raw\CM_BraTS_Masks\BraTS-GLI-02348-100-seg.nii.gz,BraTS-GLI-02348-100,data\IXI_GLI\IXI029-Guys-0829-T1__BraTS-GLI-02348-100,"[155, 154, 77]","{""x_min"": 107, ""x_max"": 203, ""y_min"": 106, ""y_max"": 202, ""z_min"": 29, ""z_max"": 125}",37058,37058
221,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\preprocessed\preprocessedGliGAN\IXI\IXI643-HH-2787-T1_preprocessed.nii.gz,IXI643-HH-2787-T1,694,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\raw\CM_BraTS_Masks\BraTS-GLI-02390-101-seg.nii.gz,BraTS-GLI-02390-101,data\IXI_GLI\IXI643-HH-2787-T1__BraTS-GLI-02390-101,"[157, 59, 154]","{""x_min"": 109, ""x_max"": 205, ""y_min"": 11, ""y_max"": 107, ""z_min"": 106, ""z_max"": 202}",1089,1089
222,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\preprocessed\preprocessedGliGAN\IXI\IXI380-Guys-0944-T1_preprocessed.nii.gz,IXI380-Guys-0944-T1,697,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\raw\CM_BraTS_Masks\BraTS-GLI-03017-101-seg.nii.gz,BraTS-GLI-03017-101,data\IXI_GLI\IXI380-Guys-0944-T1__BraTS-GLI-03017-101,"[146, 102, 185]","{""x_min"": 98, ""x_max"": 194, ""y_min"": 54, ""y_max"": 150, ""z_min"": 137, ""z_max"": 233}",27721,27721
223,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\preprocessed\preprocessedGliGAN\IXI\IXI275-HH-1803-T1_preprocessed.nii.gz,IXI275-HH-1803-T1,703,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\raw\CM_BraTS_Masks\BraTS-GLI-02215-101-seg.nii.gz,BraTS-GLI-02215-101,data\IXI_GLI\IXI275-HH-1803-T1__BraTS-GLI-02215-101,"[96, 64, 155]","{""x_min"": 48, ""x_max"": 144, ""y_min"": 16, ""y_max"": 112, ""z_min"": 107, ""z_max"": 203}",8528,8528
224,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\preprocessed\preprocessedGliGAN\IXI\IXI148-HH-1453-T1_preprocessed.nii.gz,IXI148-HH-1453-T1,704,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\raw\CM_BraTS_Masks\BraTS-GLI-02987-101-seg.nii.gz,BraTS-GLI-02987-101,data\IXI_GLI\IXI148-HH-1453-T1__BraTS-GLI-02987-101,"[134, 94, 67]","{""x_min"": 86, ""x_max"": 182, ""y_min"": 46, ""y_max"": 142, ""z_min"": 19, ""z_max"": 115}",84682,84682
225,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\preprocessed\preprocessedGliGAN\IXI\IXI464-IOP-1029-T1_preprocessed.nii.gz,IXI464-IOP-1029-T1,708,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\raw\CM_BraTS_Masks\BraTS-GLI-02093-109-seg.nii.gz,BraTS-GLI-02093-109,data\IXI_GLI\IXI464-IOP-1029-T1__BraTS-GLI-02093-109,"[127, 162, 99]","{""x_min"": 79, ""x_max"": 175, ""y_min"": 114, ""y_max"": 210, ""z_min"": 51, ""z_max"": 147}",61809,61809
226,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\preprocessed\preprocessedGliGAN\IXI\IXI556-HH-2452-T1_preprocessed.nii.gz,IXI556-HH-2452-T1,711,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\raw\CM_BraTS_Masks\BraTS-GLI-00529-100-seg.nii.gz,BraTS-GLI-00529-100,data\IXI_GLI\IXI556-HH-2452-T1__BraTS-GLI-00529-100,"[165, 191, 146]","{""x_min"": 117, ""x_max"": 213, ""y_min"": 143, ""y_max"": 239, ""z_min"": 98, ""z_max"": 194}",21185,21185
227,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\preprocessed\preprocessedGliGAN\IXI\IXI319-Guys-0901-T1_preprocessed.nii.gz,IXI319-Guys-0901-T1,714,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\raw\CM_BraTS_Masks\BraTS-GLI-02128-101-seg.nii.gz,BraTS-GLI-02128-101,data\IXI_GLI\IXI319-Guys-0901-T1__BraTS-GLI-02128-101,"[101, 130, 71]","{""x_min"": 53, ""x_max"": 149, ""y_min"": 82, ""y_max"": 178, ""z_min"": 23, ""z_max"": 119}",51012,51012
228,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\preprocessed\preprocessedGliGAN\IXI\IXI425-IOP-0988-T1_preprocessed.nii.gz,IXI425-IOP-0988-T1,717,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\raw\CM_BraTS_Masks\BraTS-GLI-02358-101-seg.nii.gz,BraTS-GLI-02358-101,data\IXI_GLI\IXI425-IOP-0988-T1__BraTS-GLI-02358-101,"[151, 101, 124]","{""x_min"": 103, ""x_max"": 199, ""y_min"": 53, ""y_max"": 149, ""z_min"": 76, ""z_max"": 172}",39161,39161
229,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\preprocessed\preprocessedGliGAN\IXI\IXI287-Guys-0863-T1_preprocessed.nii.gz,IXI287-Guys-0863-T1,722,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\raw\CM_BraTS_Masks\BraTS-GLI-02889-100-seg.nii.gz,BraTS-GLI-02889-100,data\IXI_GLI\IXI287-Guys-0863-T1__BraTS-GLI-02889-100,"[126, 151, 140]","{""x_min"": 78, ""x_max"": 174, ""y_min"": 103, ""y_max"": 199, ""z_min"": 92, ""z_max"": 188}",14166,14166
230,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\preprocessed\preprocessedGliGAN\IXI\IXI474-IOP-1138-T1_preprocessed.nii.gz,IXI474-IOP-1138-T1,723,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\raw\CM_BraTS_Masks\BraTS-GLI-02196-102-seg.nii.gz,BraTS-GLI-02196-102,data\IXI_GLI\IXI474-IOP-1138-T1__BraTS-GLI-02196-102,"[81, 153, 156]","{""x_min"": 33, ""x_max"": 129, ""y_min"": 105, ""y_max"": 201, ""z_min"": 108, ""z_max"": 204}",72895,72895
231,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\preprocessed\preprocessedGliGAN\IXI\IXI266-Guys-0853-T1_preprocessed.nii.gz,IXI266-Guys-0853-T1,725,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\raw\CM_BraTS_Masks\BraTS-GLI-02093-105-seg.nii.gz,BraTS-GLI-02093-105,data\IXI_GLI\IXI266-Guys-0853-T1__BraTS-GLI-02093-105,"[123, 110, 87]","{""x_min"": 75, ""x_max"": 171, ""y_min"": 62, ""y_max"": 158, ""z_min"": 39, ""z_max"": 135}",62261,62261
232,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\preprocessed\preprocessedGliGAN\IXI\IXI013-HH-1212-T1_preprocessed.nii.gz,IXI013-HH-1212-T1,729,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\raw\CM_BraTS_Masks\BraTS-GLI-02608-102-seg.nii.gz,BraTS-GLI-02608-102,data\IXI_GLI\IXI013-HH-1212-T1__BraTS-GLI-02608-102,"[165, 191, 95]","{""x_min"": 117, ""x_max"": 213, ""y_min"": 143, ""y_max"": 239, ""z_min"": 47, ""z_max"": 143}",57008,57008
233,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\preprocessed\preprocessedGliGAN\IXI\IXI030-Guys-0708-T1_preprocessed.nii.gz,IXI030-Guys-0708-T1,735,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\raw\CM_BraTS_Masks\BraTS-GLI-02970-101-seg.nii.gz,BraTS-GLI-02970-101,data\IXI_GLI\IXI030-Guys-0708-T1__BraTS-GLI-02970-101,"[132, 71, 140]","{""x_min"": 84, ""x_max"": 180, ""y_min"": 23, ""y_max"": 119, ""z_min"": 92, ""z_max"": 188}",65186,65186
234,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\preprocessed\preprocessedGliGAN\IXI\IXI219-Guys-0894-T1_preprocessed.nii.gz,IXI219-Guys-0894-T1,738,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\raw\CM_BraTS_Masks\BraTS-GLI-00006-101-seg.nii.gz,BraTS-GLI-00006-101,data\IXI_GLI\IXI219-Guys-0894-T1__BraTS-GLI-00006-101,"[95, 106, 93]","{""x_min"": 47, ""x_max"": 143, ""y_min"": 58, ""y_max"": 154, ""z_min"": 45, ""z_max"": 141}",36735,36735
235,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\preprocessed\preprocessedGliGAN\IXI\IXI575-HH-2658-T1_preprocessed.nii.gz,IXI575-HH-2658-T1,740,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\raw\CM_BraTS_Masks\BraTS-GLI-02862-101-seg.nii.gz,BraTS-GLI-02862-101,data\IXI_GLI\IXI575-HH-2658-T1__BraTS-GLI-02862-101,"[148, 195, 103]","{""x_min"": 100, ""x_max"": 196, ""y_min"": 147, ""y_max"": 243, ""z_min"": 55, ""z_max"": 151}",8313,8313
236,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\preprocessed\preprocessedGliGAN\IXI\IXI392-Guys-1064-T1_preprocessed.nii.gz,IXI392-Guys-1064-T1,748,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\raw\CM_BraTS_Masks\BraTS-GLI-02236-103-seg.nii.gz,BraTS-GLI-02236-103,data\IXI_GLI\IXI392-Guys-1064-T1__BraTS-GLI-02236-103,"[132, 146, 118]","{""x_min"": 84, ""x_max"": 180, ""y_min"": 98, ""y_max"": 194, ""z_min"": 70, ""z_max"": 166}",28575,28575
237,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\preprocessed\preprocessedGliGAN\IXI\IXI091-Guys-0762-T1_preprocessed.nii.gz,IXI091-Guys-0762-T1,749,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\raw\CM_BraTS_Masks\BraTS-GLI-02237-100-seg.nii.gz,BraTS-GLI-02237-100,data\IXI_GLI\IXI091-Guys-0762-T1__BraTS-GLI-02237-100,"[119, 101, 139]","{""x_min"": 71, ""x_max"": 167, ""y_min"": 53, ""y_max"": 149, ""z_min"": 91, ""z_max"": 187}",52265,52265
238,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\preprocessed\preprocessedGliGAN\IXI\IXI448-HH-2393-T1_preprocessed.nii.gz,IXI448-HH-2393-T1,754,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\raw\CM_BraTS_Masks\BraTS-GLI-02193-103-seg.nii.gz,BraTS-GLI-02193-103,data\IXI_GLI\IXI448-HH-2393-T1__BraTS-GLI-02193-103,"[85, 191, 114]","{""x_min"": 37, ""x_max"": 133, ""y_min"": 143, ""y_max"": 239, ""z_min"": 66, ""z_max"": 162}",46715,46715
239,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\preprocessed\preprocessedGliGAN\IXI\IXI279-Guys-1044-T1_preprocessed.nii.gz,IXI279-Guys-1044-T1,756,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\raw\CM_BraTS_Masks\BraTS-GLI-02164-104-seg.nii.gz,BraTS-GLI-02164-104,data\IXI_GLI\IXI279-Guys-1044-T1__BraTS-GLI-02164-104,"[107, 114, 139]","{""x_min"": 59, ""x_max"": 155, ""y_min"": 66, ""y_max"": 162, ""z_min"": 91, ""z_max"": 187}",37560,37560
240,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\preprocessed\preprocessedGliGAN\IXI\IXI555-Guys-1074-T1_preprocessed.nii.gz,IXI555-Guys-1074-T1,760,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\raw\CM_BraTS_Masks\BraTS-GLI-02181-102-seg.nii.gz,BraTS-GLI-02181-102,data\IXI_GLI\IXI555-Guys-1074-T1__BraTS-GLI-02181-102,"[91, 173, 96]","{""x_min"": 43, ""x_max"": 139, ""y_min"": 125, ""y_max"": 221, ""z_min"": 48, ""z_max"": 144}",37853,37853
241,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\preprocessed\preprocessedGliGAN\IXI\IXI458-Guys-0993-T1_preprocessed.nii.gz,IXI458-Guys-0993-T1,761,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\raw\CM_BraTS_Masks\BraTS-GLI-00008-103-seg.nii.gz,BraTS-GLI-00008-103,data\IXI_GLI\IXI458-Guys-0993-T1__BraTS-GLI-00008-103,"[112, 68, 81]","{""x_min"": 64, ""x_max"": 160, ""y_min"": 20, ""y_max"": 116, ""z_min"": 33, ""z_max"": 129}",10877,10877
242,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\preprocessed\preprocessedGliGAN\IXI\IXI546-HH-2450-T1_preprocessed.nii.gz,IXI546-HH-2450-T1,762,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\raw\CM_BraTS_Masks\BraTS-GLI-02736-101-seg.nii.gz,BraTS-GLI-02736-101,data\IXI_GLI\IXI546-HH-2450-T1__BraTS-GLI-02736-101,"[157, 79, 166]","{""x_min"": 109, ""x_max"": 205, ""y_min"": 31, ""y_max"": 127, ""z_min"": 118, ""z_max"": 214}",7905,7905
243,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\preprocessed\preprocessedGliGAN\IXI\IXI294-IOP-0868-T1_preprocessed.nii.gz,IXI294-IOP-0868-T1,764,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\raw\CM_BraTS_Masks\BraTS-GLI-02241-100-seg.nii.gz,BraTS-GLI-02241-100,data\IXI_GLI\IXI294-IOP-0868-T1__BraTS-GLI-02241-100,"[159, 192, 118]","{""x_min"": 111, ""x_max"": 207, ""y_min"": 144, ""y_max"": 240, ""z_min"": 70, ""z_max"": 166}",103999,103999
244,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\preprocessed\preprocessedGliGAN\IXI\IXI316-HH-1862-T1_preprocessed.nii.gz,IXI316-HH-1862-T1,771,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\raw\CM_BraTS_Masks\BraTS-GLI-02871-100-seg.nii.gz,BraTS-GLI-02871-100,data\IXI_GLI\IXI316-HH-1862-T1__BraTS-GLI-02871-100,"[144, 91, 129]","{""x_min"": 96, ""x_max"": 192, ""y_min"": 43, ""y_max"": 139, ""z_min"": 81, ""z_max"": 177}",31372,31372
245,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\preprocessed\preprocessedGliGAN\IXI\IXI209-Guys-0804-T1_preprocessed.nii.gz,IXI209-Guys-0804-T1,773,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\raw\CM_BraTS_Masks\BraTS-GLI-02823-101-seg.nii.gz,BraTS-GLI-02823-101,data\IXI_GLI\IXI209-Guys-0804-T1__BraTS-GLI-02823-101,"[64, 121, 151]","{""x_min"": 16, ""x_max"": 112, ""y_min"": 73, ""y_max"": 169, ""z_min"": 103, ""z_max"": 199}",14539,14539
246,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\preprocessed\preprocessedGliGAN\IXI\IXI196-Guys-0805-T1_preprocessed.nii.gz,IXI196-Guys-0805-T1,774,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\raw\CM_BraTS_Masks\BraTS-GLI-02657-100-seg.nii.gz,BraTS-GLI-02657-100,data\IXI_GLI\IXI196-Guys-0805-T1__BraTS-GLI-02657-100,"[85, 133, 78]","{""x_min"": 37, ""x_max"": 133, ""y_min"": 85, ""y_max"": 181, ""z_min"": 30, ""z_max"": 126}",29769,29769
